,text,normalized,preprocessed,sentiment,emotion,stripped
2338,#FANLUV BREAK THE SERVER!!! 24 HOURS ONLY!!!! #WISHWISH VOTE NOW!! https://t.co/3QhH4XMrJ8 🔥🔥🔥🔥 https://t.co/us39FSGITh,#FANLUV BREAK THE SERVER!!! 24 HOURS ONLY!!! #WISHWISH VOTE NOW!! HTTPURL :fire: :fire: :fire: HTTPURL,fanluv BREAK THE SERVER!!! 24 HOURS ONLY!!! wishwish VOTE NOW!! url  emoji fire emoji  emoji fire emoji  emoji fire emoji  url,POS,others,fanluv BREAK THE SERVER!!! 24 HOURS ONLY!!! wishwish VOTE NOW!!   emoji fire emoji  emoji fire emoji  emoji fire emoji  
2339,#FANLUV you got the POWER!! VOTING NOW OPEN!! 24 HOURS ONLY!! #FANLUV BREAK THE SERVER!!! https://t.co/dGe0ulU1Xb… https://t.co/GEibw33nkt,#FANLUV you got the POWER!! VOTING NOW OPEN!! 24 HOURS ONLY!! #FANLUV BREAK THE SERVER!!! HTTPURL... HTTPURL,fanluv you got the POWER!! VOTING NOW OPEN!! 24 HOURS ONLY!! fanluv BREAK THE SERVER!!! url url,POS,others,fanluv you got the POWER!! VOTING NOW OPEN!! 24 HOURS ONLY!! fanluv BREAK THE SERVER!!!  
2340,"Roasted chicken brined in annatto and orange, chicken chorizo, puréed pinto beans, cauliflower steak and beet pickl… https://t.co/hlvcnm6dJC","Roasted chicken brined in annatto and orange, chicken chorizo, puréed pinto beans, cauliflower steak and beet pickl... HTTPURL","Roasted chicken brined in annatto and orange, chicken chorizo, puréed pinto beans, cauliflower steak and beet pickl url",NEU,others,"Roasted chicken brined in annatto and orange, chicken chorizo, puréed pinto beans, cauliflower steak and beet pickl "
2341,RT @ElliottWilson: #CRWN @djkhaled https://t.co/EdcvcFoQvl #TIDAL https://t.co/tosSuyF0gZ,RT @USER : #CRWN @USER HTTPURL #TIDAL HTTPURL,RT @user: crwn @user url tidal url,NEU,others,RT @user: crwn @user  tidal 
2342,RT @MurrayECM: What was your first @djkhaled song that y’all fell in love with? This was mine https://t.co/Uf28jsJPYc,RT @USER : What was your first @USER song that y'all fell in love with? This was mine HTTPURL,RT @user: What was your first @user song that yall fell in love with? This was mine url,NEU,others,RT @user: What was your first @user song that yall fell in love with? This was mine 
2343,RT @Sharkytank: @djkhaled “be patient.... it’s coming...” https://t.co/tfwkCtBC7Q,RT @USER : @USER “ be patient... it's coming... ” HTTPURL,"RT @user: @user ""be patient... its coming..."" url",NEU,others,"RT @user: @user ""be patient... its coming..."" "
2344,RT @_OnlyForUuu: Just Us By @djkhaled ft. @sza is my shit .,RT @USER : Just Us By @USER ft. @USER is my shit.,RT @user: Just Us By @user ft. @user is my shit .,POS,others,RT @user: Just Us By @user ft. @user is my shit .
2345,"RT @1011thefam: #NP: Wish Wish ft. Cardi B by @djkhaled Listen live https://t.co/ZXdsvFH7bT or download the tunein or simple radio apps
 Pu…",RT @USER : #NP : Wish Wish ft. Cardi B by @USER Listen live HTTPURL or download the tunein or simple radio apps Pu...,"RT @user: np: Wish Wish ft. Cardi B by @user Listen live url or download the tunein or simple radio apps
 Pu",NEU,others,"RT @user: np: Wish Wish ft. Cardi B by @user Listen live  or download the tunein or simple radio apps
 Pu"
2346,RT @MellieePoo: Song of the Night: Just Us (feat. @sza ) by @djkhaled 🎶🎵,RT @USER : Song of the Night : Just Us ( feat. @USER ) by @USER :musical_notes: :musical_note:,RT @user: Song of the Night: Just Us (feat. @user ) by @user  emoji musical notes emoji  emoji musical note emoji,NEU,others,RT @user: Song of the Night: Just Us (feat. @user ) by @user  emoji musical notes emoji  emoji musical note emoji
2347,"RT @JeromeB16814174: 😔Listening to Weather the Storm (feat. Meek Mill &amp; Lil Baby) by @djkhaled on @PandoraMusic
https://t.co/mZYVDUgoyz htt…",RT @USER : :pensive_face: Listening to Weather the Storm ( feat. Meek Mill & Lil Baby ) by @USER on @USER HTTPURL htt...,"RT @user:  emoji pensive face emoji Listening to Weather the Storm (feat. Meek Mill &amp; Lil Baby) by @user on @user
url htt",NEU,sadness,"RT @user:  emoji pensive face emoji Listening to Weather the Storm (feat. Meek Mill &amp; Lil Baby) by @user on @user
 htt"
2348,RT @LIVE1055MOBI: Now Playing: DJ Khaled feat Cardi B 21 Savage by @djkhaled 👉 https://t.co/woktiJjVtn #LIVE1055mobi,RT @USER : Now Playing : DJ Khaled feat Cardi B 21 Savage by @USER :backhand_index_pointing_right: HTTPURL #LIVE1055mobi,RT @user: Now Playing: DJ Khaled feat Cardi B 21 Savage by @user  emoji backhand index pointing right emoji  url live1055mobi,NEU,others,RT @user: Now Playing: DJ Khaled feat Cardi B 21 Savage by @user  emoji backhand index pointing right emoji   live1055mobi
2349,RT @HollywoodDub: #VirtualTwitter @HollywoodDub 6-10pm #NowPlaying @djkhaled #WishWish featuring @iamcardib &amp; @21savage produced by @taykei…,RT @USER : #VirtualTwitter @USER 6-10 pm #NowPlaying @USER #WishWish featuring @USER & @USER produced by @USER...,RT @user: virtual twitter @user 6-10pm now playing @user wish wish featuring @user &amp; @user produced by @user,NEU,others,RT @user: virtual twitter @user 6-10pm now playing @user wish wish featuring @user &amp; @user produced by @user
2350,"NEEW YORK FAN MEET ME HERE 
AUG 29 🔑
https://t.co/6OGpNnEIS6",NEEW YORK FAN MEET ME HERE AUG 29 :key: HTTPURL,"NEEW YORK FAN MEET ME HERE 
AUG 29  emoji key emoji 
url",NEU,others,"NEEW YORK FAN MEET ME HERE 
AUG 29  emoji key emoji 
"
2351,"RT @PruCenter: JUST ANNOUNCED: Join us in the #GRAMMYMuseumExp for an exclusive, intimate conversation with musical mastermind, @DJKhaled o…","RT @USER : JUST ANNOUNCED : Join us in the YMuseumExp for an exclusive, intimate conversation with musical mastermind, @USER o...","RT @user: JUST ANNOUNCED: Join us in the grammymuseum exp for an exclusive, intimate conversation with musical mastermind, @user o",NEU,joy,"RT @user: JUST ANNOUNCED: Join us in the grammymuseum exp for an exclusive, intimate conversation with musical mastermind, @user o"
2352,🦁 https://t.co/FTq2Umyt7Y,on: HTTPURL,emoji lion emoji  url,NEU,others,emoji lion emoji  
2353,🔥🔥🔥🔥🔥 https://t.co/xY1dsMcRcH,:fire: :fire: :fire: HTTPURL,emoji fire emoji  emoji fire emoji  emoji fire emoji  url,NEU,others,emoji fire emoji  emoji fire emoji  emoji fire emoji  
2354,RT @wingstop: Our timeless flavors 🍗 + boss music vibes 🎵 = the party to end all parties. Shout out to @rickross and congrats on droppin’ #…,RT @USER : Our timeless flavors :poultry_leg: + boss music vibes :musical_note: = the party to end all parties. Shout out to @USER and congrats on droppin'#...,RT @user: Our timeless flavors  emoji poultry leg emoji  + boss music vibes  emoji musical note emoji  = the party to end all parties. Shout out to @user and congrats on droppin #,POS,joy,RT @user: Our timeless flavors  emoji poultry leg emoji  + boss music vibes  emoji musical note emoji  = the party to end all parties. Shout out to @user and congrats on droppin #
2355,"GOD IS GREAT ! 
GOD IS THE GREATEST! 
ALL PRAISE TO THE MOST HIGH ! 
BLESS UP!",GOD IS GREAT! GOD IS THE GREATEST! ALL PRAISE TO THE MOST HIGH! BLESS UP!,"GOD IS GREAT ! 
GOD IS THE GREATEST! 
ALL PRAISE TO THE MOST HIGH ! 
BLESS UP!",POS,joy,"GOD IS GREAT ! 
GOD IS THE GREATEST! 
ALL PRAISE TO THE MOST HIGH ! 
BLESS UP!"
2356,#WISHWISH,#WISHWISH,wishwish,NEU,others,wishwish
2357,RT @MeekMill: 🔥🔥🔥🔥 fire album https://t.co/z2MeJjwiC6,RT @USER : :fire: :fire: :fire: fire album HTTPURL,RT @user:  emoji fire emoji  emoji fire emoji  emoji fire emoji  fire album url,NEU,others,RT @user:  emoji fire emoji  emoji fire emoji  emoji fire emoji  fire album 
2358,Check out #FREEMEEK now on Amazon Prime Video. Keep going @MeekMill! https://t.co/ISaEvss1bP,Check out #FREEMEEK now on Amazon Prime Video. Keep going @USER! HTTPURL,Check out freemeek now on Amazon Prime Video. Keep going @user! url,POS,joy,Check out freemeek now on Amazon Prime Video. Keep going @user! 
2359,RT @RickRoss: Port of Miami 2 out now,RT @USER : Port of Miami 2 out now,RT @user: Port of Miami 2 out now,NEU,others,RT @user: Port of Miami 2 out now
2360,🔑 https://t.co/BHwe6hQHBv,:key: HTTPURL,emoji key emoji  url,NEU,others,emoji key emoji  
2361,RT @itsmenancc: ♫ #NowPlaying “Wish Wish (feat. Cardi B &amp; 21 ...” by @djkhaled on #Anghami https://t.co/JgYZuBmN22,RT @USER : ♫ #NowPlaying “ Wish Wish ( feat. Cardi B & 21... ” by @USER on #Anghami HTTPURL,"RT @user: ♫ now playing ""Wish Wish (feat. Cardi B &amp; 21 ..."" by @user on anghami url",NEU,others,"RT @user: ♫ now playing ""Wish Wish (feat. Cardi B &amp; 21 ..."" by @user on anghami "
2362,This Tweet from @djkhaled has been withheld in: United States.,This Tweet from @USER has been withheld in : United States.,This Tweet from @user has been withheld in: United States.,NEU,others,This Tweet from @user has been withheld in: United States.
2363,"RT @CardiBTeam: “Wish Wish” has now surpassed 50 MILLION views on YouTube! 

Congrats, @iamcardib, @djkhaled &amp; @21savage! ✨ https://t.co/k2…","RT @USER : “ Wish Wish ” has now surpassed 50 MILLION views on YouTube! Congrats, @USER, @USER & @USER! :sparkles: HTTPURL...","RT @user: ""Wish Wish"" has now surpassed 50 MILLION views on YouTube! 

Congrats, @user, @user &amp; @user!  emoji sparkles emoji  url",POS,joy,"RT @user: ""Wish Wish"" has now surpassed 50 MILLION views on YouTube! 

Congrats, @user, @user &amp; @user!  emoji sparkles emoji  "
2364,"ALL PRAISE TO THE MOST HIGH 
GOD IS THE GREATEST!",ALL PRAISE TO THE MOST HIGH GOD IS THE GREATEST!,"ALL PRAISE TO THE MOST HIGH 
GOD IS THE GREATEST!",POS,joy,"ALL PRAISE TO THE MOST HIGH 
GOD IS THE GREATEST!"
2365,"RT @NYjusticeleague: We celebrated when Judge Brinkley was dismissed from Meek’s case due to a clear pattern of bias, but the justice syste…","RT @USER : We celebrated when Judge Brinkley was dismissed from Meek's case due to a clear pattern of bias, but the justice syste...","RT @user: We celebrated when Judge Brinkley was dismissed from Meeks case due to a clear pattern of bias, but the justice syste",NEU,others,"RT @user: We celebrated when Judge Brinkley was dismissed from Meeks case due to a clear pattern of bias, but the justice syste"
2366,"RT @RickRoss: #BIGTYME now on @Vevo !!!!

@THEREALSWIZZZ @jordynwoods @CliftonBell https://t.co/FMCUAPLwDe",RT @USER : #BIGTYME now on @USER!!! @USER @USER @USER HTTPURL,"RT @user: bigtyme now on @user !!!

@user @user @user url",NEU,others,"RT @user: bigtyme now on @user !!!

@user @user @user "
2367,RT @RickRoss: which #PortOfMiami2 track you most excited for? https://t.co/XSVETFonQr,RT @USER : which #PortOfMiami2 track you most excited for? HTTPURL,RT @user: which port of miami2 track you most excited for? url,NEU,others,RT @user: which port of miami2 track you most excited for? 
2368,RT @STORYmiami: We The Best 💎 The 1 &amp; only @djkhaled returns Saturday August 10th! Tickets: https://t.co/6k5nr2nbry https://t.co/A7C4uexCrq,RT @USER : We The Best :gem_stone: The 1 & only @USER returns Saturday August 10th! Tickets : HTTPURL HTTPURL,RT @user: We The Best  emoji gem stone emoji  The 1 &amp; only @user returns Saturday August 10th! Tickets: url url,POS,joy,RT @user: We The Best  emoji gem stone emoji  The 1 &amp; only @user returns Saturday August 10th! Tickets:  
2369,RT @VibeMagazine: Buju Banton issues a statement on the first single off his upcoming album and talks working on @djkhaled's 'Father of Asa…,RT @USER : Buju Banton issues a statement on the first single off his upcoming album and talks working on @USER's'Father of Asa...,RT @user: Buju Banton issues a statement on the first single off his upcoming album and talks working on @user's 'Father of Asa,NEU,others,RT @user: Buju Banton issues a statement on the first single off his upcoming album and talks working on @user's 'Father of Asa
2370,RT @Hott935: DJ KHALED - Just Us (ft SZA) https://t.co/oB6Wx3pbpc #turnuson #nowplayingonhott93 @djkhaled,RT @USER : DJ KHALED - Just Us ( ft SZA ) HTTPURL #turnuson #nowplayingonhott93 @USER,RT @user: DJ KHALED - Just Us (ft SZA) url turnuson nowplayingonhott93 @user,NEU,others,RT @user: DJ KHALED - Just Us (ft SZA)  turnuson nowplayingonhott93 @user
2371,Where can I get that pic https://t.co/Gq0UEHw2Vn,Where can I get that pic HTTPURL,Where can I get that pic url,NEU,others,Where can I get that pic 
2372,RT @Epic_Records: Exclusive @RickRoss #PortOfMiami2 merch available for preorder now on https://t.co/90rTGlZCsv ⚡️ https://t.co/xAsGomyvZ0,RT @USER : Exclusive @USER #PortOfMiami2 merch available for preorder now on HTTPURL :high_voltage: HTTPURL,RT @user: Exclusive @user port of miami2 merch available for preorder now on url  emoji high voltage emoji  url,NEU,others,RT @user: Exclusive @user port of miami2 merch available for preorder now on   emoji high voltage emoji  
2373,"RT @Epic_Records: #PORTOFMIAMI2 AUGUST 9TH @RickRoss BOSS UP! 

https://t.co/AMXwdwhb6D https://t.co/yupLjqVmCp",RT @USER : #PORTOFMIAMI2 AUGUST 9TH @USER BOSS UP! HTTPURL HTTPURL,"RT @user: portofmiami2 AUGUST 9TH @user BOSS UP! 

url url",NEU,others,"RT @user: portofmiami2 AUGUST 9TH @user BOSS UP! 

 "
2374,"RT @billboard: .@RickRoss unveils #PortOfMiami2 track list, feat. #NipseyHussle, @TEYANATAYLOR &amp; @MeekMill https://t.co/WNZY0SUQ2W","RT @USER :. @USER unveils #PortOfMiami2 track list, feat. #NipseyHussle, @USER & @USER HTTPURL","RT @user: .@user unveils port of miami2 track list, feat. nipsey hussle, @user &amp; @user url",NEU,others,"RT @user: .@user unveils port of miami2 track list, feat. nipsey hussle, @user &amp; @user "
2375,God is the Greatest,God is the Greatest,God is the Greatest,POS,joy,God is the Greatest
2376,RT @RickRoss: port of Miami 2,RT @USER : port of Miami 2,RT @user: port of Miami 2,NEU,others,RT @user: port of Miami 2
2377,RT @RocNation: How @MeekMill’s Legal Woes Turned Him Into an Activist for Criminal Justice Reform (@Variety) https://t.co/3xOLT9FoC6 https:…,RT @USER : How @USER's Legal Woes Turned Him Into an Activist for Criminal Justice Reform ( @USER ) HTTPURL HTTPURL :...,RT @user: How @user Legal Woes Turned Him Into an Activist for Criminal Justice Reform (@user) url https:,NEU,others,RT @user: How @user Legal Woes Turned Him Into an Activist for Criminal Justice Reform (@user)  https:
2378,GOD is the GREATEST!,GOD is the GREATEST!,GOD is the GREATEST!,POS,joy,GOD is the GREATEST!
2379,"RT @MTV: Hear what @djkhaled is saying?? 🔑

#DJKhaledTheRide premieres TOMORROW at 10p on MTV! 🔥 https://t.co/pmZd7w3oX2",RT @USER : Hear what @USER is saying?? :key: #DJKhaledTheRide premieres TOMORROW at 10p on MTV! :fire: HTTPURL,"RT @user: Hear what @user is saying??  emoji key emoji 

djkhaled the ride premieres TOMORROW at 10p on MTV!  emoji fire emoji  url",NEU,joy,"RT @user: Hear what @user is saying??  emoji key emoji 

djkhaled the ride premieres TOMORROW at 10p on MTV!  emoji fire emoji  "
2380,"GOD IS GREAT ! 
GOD IS THE GREATEST! 
BLESS UP!",GOD IS GREAT! GOD IS THE GREATEST! BLESS UP!,"GOD IS GREAT ! 
GOD IS THE GREATEST! 
BLESS UP!",POS,joy,"GOD IS GREAT ! 
GOD IS THE GREATEST! 
BLESS UP!"
2381,Worldwide luv and respect https://t.co/D116aCNwUp,Worldwide luv and respect HTTPURL,Worldwide luv and respect url,POS,others,Worldwide luv and respect 
2382,"Embrace your blessing 
LOVE LIFE 
WE SO BLEESED ! 
GOD IS THE GREATEST!",Embrace your blessing LOVE LIFE WE SO BLEESED! GOD IS THE GREATEST!,"Embrace your blessing 
LOVE LIFE 
WE SO BLEESED ! 
GOD IS THE GREATEST!",POS,joy,"Embrace your blessing 
LOVE LIFE 
WE SO BLEESED ! 
GOD IS THE GREATEST!"
2383,"BE STRONG ! THINGS MUST GET BETTER ! Sending my luv to all my fans and supporters worldwide 🌎
🦁🔑 https://t.co/M9qLrjwMSt",BE STRONG! THINGS MUST GET BETTER! Sending my luv to all my fans and supporters worldwide :globe_showing_Americas: on: :key: HTTPURL,"BE STRONG ! THINGS MUST GET BETTER ! Sending my luv to all my fans and supporters worldwide  emoji globe showing Americas emoji 
 emoji lion emoji  emoji key emoji  url",POS,sadness,"BE STRONG ! THINGS MUST GET BETTER ! Sending my luv to all my fans and supporters worldwide  emoji globe showing Americas emoji 
 emoji lion emoji  emoji key emoji  "
2384,One love,One love,One love,POS,others,One love
2385,"Fan luv  w🌎 rldwide thank you luv you 
#THANKYOU #BLESSUP",Fan luv w :globe_showing_Americas: rldwide thank you luv you #THANKYOU #BLESSUP,"Fan luv  w emoji globe showing Americas emoji  rldwide thank you luv you 
thankyou blessup",POS,joy,"Fan luv  w emoji globe showing Americas emoji  rldwide thank you luv you 
thankyou blessup"
2386,"Perhaps a healthy snack! 
Hawaiian papaya filled with greek yogurt, toasted coconut and topped with blueberries and… https://t.co/xZM8H0QIVU","Perhaps a healthy snack! Hawaiian papaya filled with greek yogurt, toasted coconut and topped with blueberries and... HTTPURL","Perhaps a healthy snack! 
Hawaiian papaya filled with greek yogurt, toasted coconut and topped with blueberries and url",POS,joy,"Perhaps a healthy snack! 
Hawaiian papaya filled with greek yogurt, toasted coconut and topped with blueberries and "
2387,RT @1_HIGHKLASSROCK: @djkhaled @MeekMill @lilbaby4PF 💎💎💎💎💎 https://t.co/FoBh2YBwa9,RT @USER : @USER @USER @USER :gem_stone: :gem_stone: :gem_stone: HTTPURL,RT @user: @user @user @user  emoji gem stone emoji  emoji gem stone emoji  emoji gem stone emoji  url,NEU,others,RT @user: @user @user @user  emoji gem stone emoji  emoji gem stone emoji  emoji gem stone emoji  
2388,"RT @NBAHistory: FLASH x #NBADunkWeek

What's your favorite Dwyane Wade dunk memory? https://t.co/FNKSCprkZ8",RT @USER : FLASH x #NBADunkWeek What's your favorite Dwyane Wade dunk memory? HTTPURL,"RT @user: FLASH x nbadunk week

What's your favorite Dwyane Wade dunk memory? url",NEU,others,"RT @user: FLASH x nbadunk week

What's your favorite Dwyane Wade dunk memory? "
2389,"RT @akanenmiyoshi: Wish Wish
by @iamcardib @djkhaled https://t.co/UtcGI0UeXp",RT @USER : Wish Wish by @USER @USER HTTPURL,"RT @user: Wish Wish
by @user @user url",NEU,others,"RT @user: Wish Wish
by @user @user "
2390,RT @RickRoss: just released #GOLDROSES ft @Drake ..now here’s the trailer for the 🔥 video we shot for #BIGTYME starring @jordynwoods and @T…,RT @USER : just released #GOLDROSES ft @USER.. now here's the trailer for the :fire: video we shot for #BIGTYME starring @USER and @USER...,RT @user: just released goldroses ft @user ..now heres the trailer for the  emoji fire emoji  video we shot for bigtyme starring @user and @user,NEU,others,RT @user: just released goldroses ft @user ..now heres the trailer for the  emoji fire emoji  video we shot for bigtyme starring @user and @user
2391,🦁 https://t.co/a1bedlksvv,on: HTTPURL,emoji lion emoji  url,NEU,others,emoji lion emoji  
2392,"RT @RickRoss: C bron vibing to #GoldRoses ..
Stream it now! https://t.co/SZTp9zLqKk",RT @USER : C bron vibing to #GoldRoses.. Stream it now! HTTPURL,"RT @user: C bron vibing to gold roses ..
Stream it now! url",NEU,others,"RT @user: C bron vibing to gold roses ..
Stream it now! "
2393,"RT @AppleMusic: .@RickRoss x @Drake team up on #GoldRoses.
Listen here: https://t.co/cUyJ20jhHm https://t.co/VV2QduRkiQ",RT @USER :. @USER x @USER team up on #GoldRoses. Listen here : HTTPURL HTTPURL,"RT @user: .@user x @user team up on gold roses.
Listen here: url url",NEU,others,"RT @user: .@user x @user team up on gold roses.
Listen here:  "
2394,"RT @RocNation: ""I've decided to take my time and get it right"" @BigSean just dropped his new single 🔥Listen to ""Single Again"" now on @TIDAL…","RT @USER : "" I've decided to take my time and get it right "" @USER just dropped his new single :fire: Listen to "" Single Again "" now on @USER...","RT @user: ""I've decided to take my time and get it right"" @user just dropped his new single  emoji fire emoji Listen to ""Single Again"" now on @user",NEU,others,"RT @user: ""I've decided to take my time and get it right"" @user just dropped his new single  emoji fire emoji Listen to ""Single Again"" now on @user"
2395,"RT @Epic_Records: #DJKhaledTheRide @djkhaled premieres 7/31 at 10p, only on @mtv 🌺💥 https://t.co/ljJR7dVz2r","RT @USER : #DJKhaledTheRide @USER premieres 7/31 at 10p, only on @USER :hibiscus: :collision: HTTPURL","RT @user: djkhaled the ride @user premieres 7/31 at 10p, only on @user  emoji hibiscus emoji  emoji collision emoji  url",NEU,others,"RT @user: djkhaled the ride @user premieres 7/31 at 10p, only on @user  emoji hibiscus emoji  emoji collision emoji  "
2396,https://t.co/5rcgL1I0ur https://t.co/ox0JLF8SYD,HTTPURL HTTPURL,https://url url,NEU,others,https:// 
2397,"Introducing QB Khaled, WE THE BEST #EAambassador #Madden20
👋🏽
🏈: https://t.co/WCyLdTQZaF https://t.co/xRLyZqPwpf","Introducing QB Khaled, WE THE BEST #EAambassador #Madden20 :waving_hand: :medium_skin_tone: :american_football: : HTTPURL HTTPURL","Introducing QB Khaled, WE THE BEST eaambassador madden20
 emoji waving hand medium skin tone emoji 
 emoji american football emoji : url url",POS,joy,"Introducing QB Khaled, WE THE BEST eaambassador madden20
 emoji waving hand medium skin tone emoji 
 emoji american football emoji :  "
2398,"Today’s lunch🔑 
Seared ribeye, sweet potato purée, charred asparagus, cilantro pistachio mojo, savory granola 7sp… https://t.co/hDuwb7dLtr","Today's lunch :key: Seared ribeye, sweet potato purée, charred asparagus, cilantro pistachio mojo, savory granola 7sp... HTTPURL","Todays lunch emoji key emoji  
Seared ribeye, sweet potato purée, charred asparagus, cilantro pistachio mojo, savory granola 7sp url",NEU,others,"Todays lunch emoji key emoji  
Seared ribeye, sweet potato purée, charred asparagus, cilantro pistachio mojo, savory granola 7sp "
2399,"RT @RocNation: .@MeekMill launches Dream Chasers Records, a joint venture label with #RocNation. @MeekMill will serve as the President of D…","RT @USER :. @USER launches Dream Chasers Records, a joint venture label with #RocNation. @USER will serve as the President of D...","RT @user: .@user launches Dream Chasers Records, a joint venture label with roc nation. @user will serve as the President of D",NEU,others,"RT @user: .@user launches Dream Chasers Records, a joint venture label with roc nation. @user will serve as the President of D"
2400,RT @Epic_Records: Congratulations @djkhaled on your @vmas nominations for Best Hip Hop and Best Visual Effects!! 💙 Vote now at https://t.co…,RT @USER : Congratulations @USER on your @USER nominations for Best Hip Hop and Best Visual Effects!! :blue_heart: Vote now at HTTPURL...,RT @user: Congratulations @user on your @user nominations for Best Hip Hop and Best Visual Effects!!  emoji blue heart emoji  Vote now at url,POS,joy,RT @user: Congratulations @user on your @user nominations for Best Hip Hop and Best Visual Effects!!  emoji blue heart emoji  Vote now at 
2401,"RT @Viacom: Major 🔑 alert...@MTV is airing two @djkhaled specials this July! Hear from @bruce_gillmer, Global Head of Music &amp; Talent, Viaco…","RT @USER : Major :key: alert... @USER is airing two @USER specials this July! Hear from @USER, Global Head of Music & Talent, Viaco...","RT @user: Major  emoji key emoji  alert...@user is airing two @user specials this July! Hear from @user, Global Head of Music &amp; Talent, Viaco",POS,others,"RT @user: Major  emoji key emoji  alert...@user is airing two @user specials this July! Hear from @user, Global Head of Music &amp; Talent, Viaco"
2402,"#FANLUV!! #FATHEROFASAHD @vmas NOMINATIONS ARE IN!!

Best Hip Hop 
#DJKHALED feat. @NipseyHussle and @johnlegend… https://t.co/qtwMuS9qTa",#FANLUV!! #FATHEROFASAHD @USER NOMINATIONS ARE IN!! Best Hip Hop #DJKHALED feat. @USER and @USER... HTTPURL,"fanluv!! fatherofasahd @user NOMINATIONS ARE IN!!

Best Hip Hop 
djkhaled feat. @user and @user url",POS,joy,"fanluv!! fatherofasahd @user NOMINATIONS ARE IN!!

Best Hip Hop 
djkhaled feat. @user and @user "
2403,RT @RickRoss: Port of Miami 2,RT @USER : Port of Miami 2,RT @user: Port of Miami 2,NEU,others,RT @user: Port of Miami 2
2404,Can’t wait to hit the stage at this year’s #DIAMONDBALL to support the Clara Lionel Foundation (#CLF)  on SEP 12! G… https://t.co/nNpITESi43,Can't wait to hit the stage at this year's #DIAMONDBALL to support the Clara Lionel Foundation ( #CLF ) on SEP 12! G... HTTPURL,Cant wait to hit the stage at this years diamondball to support the Clara Lionel Foundation (clf)  on SEP 12! G url,POS,joy,Cant wait to hit the stage at this years diamondball to support the Clara Lionel Foundation (clf)  on SEP 12! G 
2405,RT @RocNation: 🎵Mood 4 Eva 🎵Exclusive extended version from @Beyonce's ‘The Lion King: The Gift' with @S_C_ x @donaldglover produced by @dj…,RT @USER : :musical_note: Mood 4 Eva :musical_note: Exclusive extended version from @USER's ‘ The Lion King : The Gift'with @USER x @USER produced by @USER...,RT @user:  emoji musical note emoji Mood 4 Eva  emoji musical note emoji Exclusive extended version from @user's The Lion King: The Gift' with @user x @user produced by @user,NEU,others,RT @user:  emoji musical note emoji Mood 4 Eva  emoji musical note emoji Exclusive extended version from @user's The Lion King: The Gift' with @user x @user produced by @user
2406,"RT @Genius: “mood 4 eva” is produced by @djkhaled &amp; @beyonce herself 🔥🙏
https://t.co/siVugC9MGV",RT @USER : “ mood 4 eva ” is produced by @USER & @USER herself :fire: :folded_hands: HTTPURL,"RT @user: ""mood 4 eva"" is produced by @user &amp; @user herself  emoji fire emoji  emoji folded hands emoji 
url",NEU,others,"RT @user: ""mood 4 eva"" is produced by @user &amp; @user herself  emoji fire emoji  emoji folded hands emoji 
"
2407,"RT @chartdata: .@djkhaled, @rihanna and @brysontiller's ""Wild Thoughts"" has now surpassed 800 million views on YouTube.","RT @USER :. @USER, @USER and @USER's "" Wild Thoughts "" has now surpassed 800 million views on YouTube.","RT @user: .@user, @user and @user's ""Wild Thoughts"" has now surpassed 800 million views on YouTube.",NEU,others,"RT @user: .@user, @user and @user's ""Wild Thoughts"" has now surpassed 800 million views on YouTube."
2408,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!! 👋🏽👋🏽👋🏽 That was quick 👀 #WISHWISH OFFICIALLY CERTIFIED GOLD🏆… https://t.co/hFmIgagYsA,THANK YOU FAN LUV! LUV YOU! VERY GRATEFUL!! :waving_hand: :medium_skin_tone: :waving_hand: :medium_skin_tone: :waving_hand: :medium_skin_tone: That was quick :eyes: #WISHWISH OFFICIALLY CERTIFIED GOLD :trophy:... HTTPURL,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!!  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  That was quick  emoji eyes emoji  wishwish OFFICIALLY CERTIFIED GOLD emoji trophy emoji  url,POS,joy,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!!  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  That was quick  emoji eyes emoji  wishwish OFFICIALLY CERTIFIED GOLD emoji trophy emoji  
